=== SIGNAL-ONLY TRACE: ACCUMULATION ===

============================================================================================================================================
 ACCOUNT: Islam
============================================================================================================================================
Gap #001 | CurLen: 146 | Prev1:  82 | Prev2:   0 | Bets: 53 | Result: LATE HIT
    T+01 | SEQ: 69082 | POS:128 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+02 | SEQ: 69083 | POS:129 | [R01_COMBO   ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #011 | CurLen: 136 | Prev1: 129 | Prev2:  49 | Bets: 53 | Result: MISSED (NAT DUP)
    T-20 | SEQ: 69140 | POS: 57 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-19 | SEQ: 69141 | POS: 58 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-18 | SEQ: 69142 | POS: 59 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-17 | SEQ: 69143 | POS: 60 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T-16 | SEQ: 69144 | POS: 61 | [V5_EARLY_S  ] | [attack  |coin    |shield  ]
    T-15 | SEQ: 69145 | POS: 62 | [V5_EARLY_S  ] | [coin    |coin    |coin    ]
    T-14 | SEQ: 69146 | POS: 63 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T-13 | SEQ: 69147 | POS: 64 | [V5_EARLY_S  ] | [attack  |coin    |shield  ]
    T-12 | SEQ: 69148 | POS: 65 | [V5_EARLY_S  ] | [attack  |spins   |goldSack]
    T-11 | SEQ: 69149 | POS: 66 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T-10 | SEQ: 69150 | POS: 67 | [V5_EARLY_S  ] | [attack  |steal   |goldSack]
    T-09 | SEQ: 69151 | POS: 68 | [V5_EARLY_S  ] | [attack  |attack  |attack  ]
    T-08 | SEQ: 69152 | POS: 69 | [V5_EARLY_S  ] | [coin    |steal   |steal   ]
    T-07 | SEQ: 69153 | POS: 70 | [V5_EARLY_S  ] | [attack  |steal   |goldSack]
    T-06 | SEQ: 69154 | POS: 71 | [V5_EARLY_S  ] | [coin    |steal   |spins   ]
    T-05 | SEQ: 69155 | POS: 72 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T-04 | SEQ: 69156 | POS: 73 | [V5_EARLY_S  ] | [coin    |coin    |coin    ]
    T-03 | SEQ: 69157 | POS: 74 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T-02 | SEQ: 69158 | POS: 75 | [V5_EARLY_S  ] | [attack  |attack  |goldSack]
    T-01 | SEQ: 69159 | POS: 76 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 69160 | POS: 77 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 69161 | POS: 78 | [V5_EARLY_S  ] | [attack  |steal   |goldSack]
    T+02 | SEQ: 69162 | POS: 79 | [V5_EARLY_S  ] | [attack  |steal   |goldSack] <--- *SUB-DUP*
    T+03 | SEQ: 69163 | POS: 80 | [V5_EARLY_S  ] | [coin    |spins   |spins   ]
    T+04 | SEQ: 69164 | POS: 81 | [V5_EARLY_S  ] | [coin    |coin    |spins   ]
    T+05 | SEQ: 69165 | POS: 82 | [V5_EARLY_S  ] | [coin    |steal   |steal   ]
    T+06 | SEQ: 69166 | POS: 83 | [V5_EARLY_S  ] | [attack  |steal   |goldSack]
    T+07 | SEQ: 69167 | POS: 84 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+08 | SEQ: 69168 | POS: 85 | [V5_EARLY_S  ] | [attack  |coin    |coin    ]
    T+09 | SEQ: 69169 | POS: 86 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+10 | SEQ: 69170 | POS: 87 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+11 | SEQ: 69171 | POS: 88 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+12 | SEQ: 69172 | POS: 89 | [V5_EARLY_S  ] | [accumula|accumula|coin    ]
    T+13 | SEQ: 69173 | POS: 90 | [V5_EARLY_S  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+14 | SEQ: 69174 | POS: 91 | [V5_EARLY_S  ] | [coin    |coin    |spins   ]
    T+15 | SEQ: 69175 | POS: 92 | [V5_EARLY_S  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+16 | SEQ: 69176 | POS: 93 | [V5_EARLY_S  ] | [accumula|accumula|coin    ]
    T+17 | SEQ: 69177 | POS: 94 | [V5_EARLY_S  ] | [coin    |spins   |spins   ]
    T+18 | SEQ: 69178 | POS: 95 | [V5_EARLY_S  ] | [accumula|accumula|coin    ]
    T+19 | SEQ: 69179 | POS: 96 | [V5_EARLY_S  ] | [coin    |coin    |coin    ]
    T+20 | SEQ: 69180 | POS: 97 | [V5_EARLY_S  ] | [coin    |coin    |spins   ]
    T+21 | SEQ: 69181 | POS: 98 | [V5_EARLY_S  ] | [coin    |coin    |coin    ]
    T+22 | SEQ: 69182 | POS: 99 | [V5_EARLY_S  ] | [accumula|goldSack|goldSack]
    T+23 | SEQ: 69183 | POS:100 | [V5_EARLY_S  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+24 | SEQ: 69184 | POS:101 | [V5_EARLY_S  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] <--- *SUB-DUP*
    T+25 | SEQ: 69185 | POS:102 | [V5_EARLY_S  ] | [attack  |steal   |goldSack]
    T+26 | SEQ: 69186 | POS:103 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+27 | SEQ: 69187 | POS:104 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+28 | SEQ: 69188 | POS:105 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+29 | SEQ: 69189 | POS:106 | [   WAITING  ] | [attack  |attack  |goldSack]
    T+30 | SEQ: 69190 | POS:107 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+31 | SEQ: 69191 | POS:108 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+32 | SEQ: 69192 | POS:109 | [   WAITING  ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+33 | SEQ: 69193 | POS:110 | [R02_IDEAL_RA] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+34 | SEQ: 69194 | POS:111 | [R02_IDEAL_RA] | [coin    |coin    |spins   ]
    T+35 | SEQ: 69195 | POS:112 | [R02_IDEAL_RA] | [coin    |steal   |spins   ]
    T+36 | SEQ: 69196 | POS:113 | [   WAITING  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+37 | SEQ: 69197 | POS:114 | [   WAITING  ] | [coin    |steal   |spins   ]
    T+38 | SEQ: 69198 | POS:115 | [   WAITING  ] | [attack  |attack  |goldSack]
    T+39 | SEQ: 69199 | POS:116 | [   WAITING  ] | [coin    |spins   |spins   ]
    T+40 | SEQ: 69200 | POS:117 | [   WAITING  ] | [coin    |coin    |spins   ]
    T+41 | SEQ: 69201 | POS:118 | [   WAITING  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+42 | SEQ: 69202 | POS:119 | [   WAITING  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+43 | SEQ: 69203 | POS:120 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+44 | SEQ: 69204 | POS:121 | [   WAITING  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+45 | SEQ: 69205 | POS:122 | [   WAITING  ] | [coin    |steal   |spins   ]
    T+46 | SEQ: 69206 | POS:123 | [   WAITING  ] | [spins   |spins   |spins   ] <--- MINOR [SPINS]
    T+47 | SEQ: 69207 | POS:124 | [   WAITING  ] | [coin    |steal   |spins   ]
    T+48 | SEQ: 69208 | POS:125 | [   WAITING  ] | [attack  |attack  |goldSack]
    T+49 | SEQ: 69209 | POS:126 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+50 | SEQ: 69210 | POS:127 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+51 | SEQ: 69211 | POS:128 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+52 | SEQ: 69212 | POS:129 | [   WAITING  ] | [coin    |steal   |steal   ]
    T+53 | SEQ: 69213 | POS:130 | [R06_SML_L   ] | [coin    |coin    |coin    ]
    T+54 | SEQ: 69214 | POS:131 | [R06_SML_L   ] | [attack  |steal   |goldSack]
    T+55 | SEQ: 69215 | POS:132 | [R06_SML_L   ] | [attack  |steal   |goldSack] <--- *SUB-DUP*
    T+56 | SEQ: 69216 | POS:133 | [R06_SML_L   ] | [attack  |attack  |goldSack]
    T+57 | SEQ: 69217 | POS:134 | [R06_SML_L   ] | [attack  |coin    |shield  ]
    T+58 | SEQ: 69218 | POS:135 | [R06_SML_L   ] | [attack  |steal   |goldSack]
    T+59 | SEQ: 69219 | POS:136 | [R06_SML_L   ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #012 | CurLen:  19 | Prev1: 136 | Prev2: 129 | Bets: 0 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 69224 | POS:  5 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-04 | SEQ: 69225 | POS:  6 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-03 | SEQ: 69226 | POS:  7 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-02 | SEQ: 69227 | POS:  8 | [   WAITING  ] | [attack  |coin    |coin    ]
    T-01 | SEQ: 69228 | POS:  9 | [   WAITING  ] | [coin    |coin    |spins   ]
    T+00 | SEQ: 69229 | POS: 10 | [   WAITING  ] | [coin    |coin    |spins   ] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 69230 | POS: 11 | [   WAITING  ] | [steal   |steal   |steal   ]
    T+02 | SEQ: 69231 | POS: 12 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+03 | SEQ: 69232 | POS: 13 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+04 | SEQ: 69233 | POS: 14 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+05 | SEQ: 69234 | POS: 15 | [   WAITING  ] | [attack  |attack  |coin    ]
    T+06 | SEQ: 69235 | POS: 16 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+07 | SEQ: 69236 | POS: 17 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+08 | SEQ: 69237 | POS: 18 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+09 | SEQ: 69238 | POS: 19 | [   WAITING  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #013 | CurLen: 132 | Prev1:  19 | Prev2: 136 | Bets: 1 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 69360 | POS:122 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-04 | SEQ: 69361 | POS:123 | [   WAITING  ] | [attack  |steal   |goldSack]
    T-03 | SEQ: 69362 | POS:124 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-02 | SEQ: 69363 | POS:125 | [   WAITING  ] | [coin    |steal   |spins   ]
    T-01 | SEQ: 69364 | POS:126 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 69365 | POS:127 | [   WAITING  ] | [accumula|goldSack|goldSack] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 69366 | POS:128 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+02 | SEQ: 69367 | POS:129 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+03 | SEQ: 69368 | POS:130 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+04 | SEQ: 69369 | POS:131 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+05 | SEQ: 69370 | POS:132 | [R01_COMBO   ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #015 | CurLen: 136 | Prev1:  71 | Prev2: 132 | Bets: 0 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 69564 | POS:123 | [   WAITING  ] | [coin    |steal   |steal   ]
    T-04 | SEQ: 69565 | POS:124 | [   WAITING  ] | [attack  |shield  |goldSack]
    T-03 | SEQ: 69566 | POS:125 | [   WAITING  ] | [coin    |steal   |steal   ]
    T-02 | SEQ: 69567 | POS:126 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-01 | SEQ: 69568 | POS:127 | [   WAITING  ] | [coin    |coin    |steal   ]
    T+00 | SEQ: 69569 | POS:128 | [   WAITING  ] | [coin    |coin    |steal   ] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 69570 | POS:129 | [   WAITING  ] | [attack  |coin    |shield  ]
    T+02 | SEQ: 69571 | POS:130 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+03 | SEQ: 69572 | POS:131 | [   WAITING  ] | [coin    |coin    |steal   ]
    T+04 | SEQ: 69573 | POS:132 | [   WAITING  ] | [coin    |coin    |steal   ]
    T+05 | SEQ: 69574 | POS:133 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+06 | SEQ: 69575 | POS:134 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+07 | SEQ: 69576 | POS:135 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+08 | SEQ: 69577 | POS:136 | [   WAITING  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #016 | CurLen:  68 | Prev1: 136 | Prev2:  71 | Bets: 9 | Result: CLEAN CATCH
    T-09 | SEQ: 69634 | POS: 57 | [   WAITING  ] | [shield  |shield  |shield  ]
    T-08 | SEQ: 69635 | POS: 58 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-07 | SEQ: 69636 | POS: 59 | [   WAITING  ] | [shield  |shield  |shield  ]
    T-06 | SEQ: 69637 | POS: 60 | [V5_EARLY_S  ] | [attack  |attack  |attack  ]
    T-05 | SEQ: 69638 | POS: 61 | [V5_EARLY_S  ] | [steal   |spins   |goldSack]
    T-04 | SEQ: 69639 | POS: 62 | [V5_EARLY_S  ] | [goldSack|goldSack|goldSack]
    T-03 | SEQ: 69640 | POS: 63 | [V5_EARLY_S  ] | [coin    |spins   |spins   ]
    T-02 | SEQ: 69641 | POS: 64 | [V5_EARLY_S  ] | [steal   |steal   |goldSack]
    T-01 | SEQ: 69642 | POS: 65 | [V5_EARLY_S  ] | [attack  |attack  |coin    ]
    T+00 | SEQ: 69643 | POS: 66 | [V5_EARLY_S  ] | [attack  |attack  |coin    ] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 69644 | POS: 67 | [V5_EARLY_S  ] | [attack  |shield  |goldSack]
    T+02 | SEQ: 69645 | POS: 68 | [V5_EARLY_S  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #017 | CurLen:  65 | Prev1:  68 | Prev2: 136 | Bets: 0 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 69699 | POS: 54 | [   WAITING  ] | [attack  |attack  |goldSack]
    T-04 | SEQ: 69700 | POS: 55 | [   WAITING  ] | [coin    |coin    |steal   ]
    T-03 | SEQ: 69701 | POS: 56 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-02 | SEQ: 69702 | POS: 57 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-01 | SEQ: 69703 | POS: 58 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 69704 | POS: 59 | [   WAITING  ] | [accumula|goldSack|goldSack] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 69705 | POS: 60 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+02 | SEQ: 69706 | POS: 61 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+03 | SEQ: 69707 | POS: 62 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+04 | SEQ: 69708 | POS: 63 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+05 | SEQ: 69709 | POS: 64 | [   WAITING  ] | [attack  |coin    |shield  ]
    T+06 | SEQ: 69710 | POS: 65 | [   WAITING  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #018 | CurLen:  55 | Prev1:  65 | Prev2:  68 | Bets: 0 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 69757 | POS: 47 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-04 | SEQ: 69758 | POS: 48 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-03 | SEQ: 69759 | POS: 49 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-02 | SEQ: 69760 | POS: 50 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-01 | SEQ: 69761 | POS: 51 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+00 | SEQ: 69762 | POS: 52 | [   WAITING  ] | [goldSack|goldSack|goldSack] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 69763 | POS: 53 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+02 | SEQ: 69764 | POS: 54 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+03 | SEQ: 69765 | POS: 55 | [   WAITING  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #022 | CurLen:  39 | Prev1:  30 | Prev2: 100 | Bets: 0 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 69948 | POS: 25 | [   WAITING  ] | [shield  |shield  |shield  ]
    T-04 | SEQ: 69949 | POS: 26 | [   WAITING  ] | [attack  |attack  |goldSack]
    T-03 | SEQ: 69950 | POS: 27 | [   WAITING  ] | [attack  |coin    |spins   ]
    T-02 | SEQ: 69951 | POS: 28 | [   WAITING  ] | [attack  |coin    |spins   ]
    T-01 | SEQ: 69952 | POS: 29 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 69953 | POS: 30 | [   WAITING  ] | [accumula|goldSack|goldSack] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 69954 | POS: 31 | [   WAITING  ] | [shield  |shield  |shield  ]
    T+02 | SEQ: 69955 | POS: 32 | [   WAITING  ] | [coin    |coin    |spins   ]
    T+03 | SEQ: 69956 | POS: 33 | [   WAITING  ] | [coin    |coin    |spins   ]
    T+04 | SEQ: 69957 | POS: 34 | [   WAITING  ] | [accumula|accumula|attack  ]
    T+05 | SEQ: 69958 | POS: 35 | [   WAITING  ] | [coin    |spins   |spins   ]
    T+06 | SEQ: 69959 | POS: 36 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+07 | SEQ: 69960 | POS: 37 | [   WAITING  ] | [shield  |shield  |shield  ]
    T+08 | SEQ: 69961 | POS: 38 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+09 | SEQ: 69962 | POS: 39 | [   WAITING  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #023 | CurLen:  12 | Prev1:  39 | Prev2:  30 | Bets: 0 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 69968 | POS:  6 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-04 | SEQ: 69969 | POS:  7 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-03 | SEQ: 69970 | POS:  8 | [   WAITING  ] | [coin    |shield  |shield  ]
    T-02 | SEQ: 69971 | POS:  9 | [   WAITING  ] | [coin    |steal   |spins   ]
    T-01 | SEQ: 69972 | POS: 10 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+00 | SEQ: 69973 | POS: 11 | [   WAITING  ] | [coin    |coin    |coin    ] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 69974 | POS: 12 | [   WAITING  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #025 | CurLen: 394 | Prev1:  34 | Prev2:  12 | Bets: 235 | Result: MISSED (NAT DUP)
    T-21 | SEQ: 70165 | POS:157 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-20 | SEQ: 70166 | POS:158 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-19 | SEQ: 70167 | POS:159 | [   WAITING  ] | [attack  |shield  |goldSack]
    T-18 | SEQ: 70168 | POS:160 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T-17 | SEQ: 70169 | POS:161 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T-16 | SEQ: 70170 | POS:162 | [DEEP_PITY   ] | [coin    |steal   |shield  ]
    T-15 | SEQ: 70171 | POS:163 | [DEEP_PITY   ] | [goldSack|goldSack|goldSack]
    T-14 | SEQ: 70172 | POS:164 | [DEEP_PITY   ] | [coin    |steal   |shield  ]
    T-13 | SEQ: 70173 | POS:165 | [DEEP_PITY   ] | [coin    |coin    |coin    ]
    T-12 | SEQ: 70174 | POS:166 | [DEEP_PITY   ] | [coin    |steal   |steal   ]
    T-11 | SEQ: 70175 | POS:167 | [DEEP_PITY   ] | [coin    |coin    |coin    ]
    T-10 | SEQ: 70176 | POS:168 | [DEEP_PITY   ] | [accumula|goldSack|goldSack]
    T-09 | SEQ: 70177 | POS:169 | [DEEP_PITY   ] | [coin    |steal   |shield  ]
    T-08 | SEQ: 70178 | POS:170 | [DEEP_PITY   ] | [coin    |coin    |coin    ]
    T-07 | SEQ: 70179 | POS:171 | [DEEP_PITY   ] | [shield  |shield  |shield  ]
    T-06 | SEQ: 70180 | POS:172 | [DEEP_PITY   ] | [coin    |spins   |spins   ]
    T-05 | SEQ: 70181 | POS:173 | [DEEP_PITY   ] | [goldSack|goldSack|goldSack]
    T-04 | SEQ: 70182 | POS:174 | [DEEP_PITY   ] | [accumula|goldSack|goldSack]
    T-03 | SEQ: 70183 | POS:175 | [DEEP_PITY   ] | [coin    |coin    |coin    ]
    T-02 | SEQ: 70184 | POS:176 | [DEEP_PITY   ] | [coin    |spins   |spins   ]
    T-01 | SEQ: 70185 | POS:177 | [DEEP_PITY   ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 70186 | POS:178 | [DEEP_PITY   ] | [accumula|goldSack|goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 70187 | POS:179 | [DEEP_PITY   ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+02 | SEQ: 70188 | POS:180 | [DEEP_PITY   ] | [attack  |steal   |goldSack]
    T+03 | SEQ: 70189 | POS:181 | [DEEP_PITY   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+04 | SEQ: 70190 | POS:182 | [DEEP_PITY   ] | [coin    |coin    |spins   ]
    T+05 | SEQ: 70191 | POS:183 | [DEEP_PITY   ] | [coin    |coin    |spins   ] <--- *SUB-DUP*
    T+06 | SEQ: 70192 | POS:184 | [DEEP_PITY   ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+07 | SEQ: 70193 | POS:185 | [DEEP_PITY   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+08 | SEQ: 70194 | POS:186 | [DEEP_PITY   ] | [attack  |spins   |goldSack]
    T+09 | SEQ: 70195 | POS:187 | [DEEP_PITY   ] | [coin    |steal   |shield  ]
    T+10 | SEQ: 70196 | POS:188 | [DEEP_PITY   ] | [accumula|goldSack|goldSack]
    T+11 | SEQ: 70197 | POS:189 | [DEEP_PITY   ] | [coin    |steal   |shield  ]
    T+12 | SEQ: 70198 | POS:190 | [DEEP_PITY   ] | [spins   |spins   |spins   ] <--- MINOR [SPINS]
    T+13 | SEQ: 70199 | POS:191 | [DEEP_PITY   ] | [coin    |coin    |steal   ]
    T+14 | SEQ: 70200 | POS:192 | [DEEP_PITY   ] | [coin    |steal   |steal   ]
    T+15 | SEQ: 70201 | POS:193 | [DEEP_PITY   ] | [accumula|accumula|coin    ]
    T+16 | SEQ: 70202 | POS:194 | [DEEP_PITY   ] | [goldSack|goldSack|goldSack]
    T+17 | SEQ: 70203 | POS:195 | [DEEP_PITY   ] | [coin    |spins   |spins   ]
    T+18 | SEQ: 70204 | POS:196 | [DEEP_PITY   ] | [attack  |attack  |coin    ]
    T+19 | SEQ: 70205 | POS:197 | [DEEP_PITY   ] | [attack  |coin    |steal   ]
    T+20 | SEQ: 70206 | POS:198 | [DEEP_PITY   ] | [attack  |spins   |goldSack]
    T+21 | SEQ: 70207 | POS:199 | [DEEP_PITY   ] | [steal   |spins   |goldSack]
    T+22 | SEQ: 70208 | POS:200 | [DEEP_PITY   ] | [goldSack|goldSack|goldSack]
    T+23 | SEQ: 70209 | POS:201 | [DEEP_PITY   ] | [accumula|goldSack|goldSack]
    T+24 | SEQ: 70210 | POS:202 | [DEEP_PITY   ] | [coin    |coin    |steal   ]
    T+25 | SEQ: 70211 | POS:203 | [DEEP_PITY   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+26 | SEQ: 70212 | POS:204 | [DEEP_PITY   ] | [attack  |spins   |goldSack]
    T+27 | SEQ: 70213 | POS:205 | [DEEP_PITY   ] | [attack  |spins   |goldSack] <--- *SUB-DUP*
    T+28 | SEQ: 70214 | POS:206 | [DEEP_PITY   ] | [accumula|accumula|coin    ]
    T+29 | SEQ: 70215 | POS:207 | [DEEP_PITY   ] | [goldSack|goldSack|goldSack]
    T+30 | SEQ: 70216 | POS:208 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+31 | SEQ: 70217 | POS:209 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+32 | SEQ: 70218 | POS:210 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+33 | SEQ: 70219 | POS:211 | [DEEP_PITY   ] | [steal   |spins   |goldSack]
    T+34 | SEQ: 70220 | POS:212 | [DEEP_PITY   ] | [attack  |attack  |coin    ]
    T+35 | SEQ: 70221 | POS:213 | [DEEP_PITY   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+36 | SEQ: 70222 | POS:214 | [DEEP_PITY   ] | [attack  |coin    |steal   ]
    T+37 | SEQ: 70223 | POS:215 | [DEEP_PITY   ] | [attack  |shield  |goldSack]
    T+38 | SEQ: 70224 | POS:216 | [DEEP_PITY   ] | [accumula|goldSack|goldSack]
    T+39 | SEQ: 70225 | POS:217 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+40 | SEQ: 70226 | POS:218 | [DEEP_PITY   ] | [accumula|goldSack|goldSack]
    T+41 | SEQ: 70227 | POS:219 | [R01_COMBO   ] | [accumula|accumula|coin    ]
