=== HIGH CATCH PUSH TRACE: AHMED ===

========================================================================================================================
 TARGET: ACCUMULATION
========================================================================================================================

E0 | Gap #004 | Len:  55 | Result: MISSED
    T+40 | SEQ: 46615 | POS: 41 | [WAITING] | [steal   |spins   |goldSack]
    T+14 | SEQ: 47455 | POS:116 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+15 | SEQ: 47456 | POS:117 | [BASE_100    ] | [coin    |spins   |spins   ] <--- [ HIGH BET $$$ ]
    T+16 | SEQ: 47457 | POS:118 | [BASE_100    ] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+17 | SEQ: 47458 | POS:119 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] (CD)
    T+18 | SEQ: 47459 | POS:120 | [BASE_100    ] | [accumula|accumula|coin    ]
    T+19 | SEQ: 47460 | POS:121 | [BASE_100    ] | [attack  |steal   |goldSack]
    T+20 | SEQ: 47461 | POS:122 | [BASE_100    ] | [attack  |coin    |shield  ]
    T+21 | SEQ: 47462 | POS:123 | [BASE_100    ] | [coin    |coin    |steal   ] <--- [ HIGH BET $$$ ]
    T+22 | SEQ: 47463 | POS:124 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD)
    T+23 | SEQ: 47464 | POS:125 | [BASE_100    ] | [goldSack|goldSack|goldSack]
    T+24 | SEQ: 47465 | POS:126 | [BASE_100    ] | [coin    |steal   |steal   ]
    T+25 | SEQ: 47466 | POS:127 | [BASE_100    ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #013 | Len:  78 | Result: MISSED
    T+63 | SEQ: 47530 | POS: 64 | [WAITING] | [steal   |spins   |goldSack]
    T+64 | SEQ: 47531 | POS: 65 | [WAITING] | [attack  |coin    |coin    ]
    T+65 | SEQ: 47532 | POS: 66 | [WAITING] | [goldSack|goldSack|goldSack]
    T+66 | SEQ: 47533 | POS: 67 | [WAITING] | [attack  |coin    |coin    ]
    T+67 | SEQ: 47534 | POS: 68 | [WAITING] | [attack  |coin    |coin    ] (REEL DUP!)
    T+68 | SEQ: 47535 | POS: 69 | [WAITING] | [coin    |coin    |coin    ]
    T+69 | SEQ: 47536 | POS: 70 | [WAITING] | [coin    |steal   |spins   ]
    T+70 | SEQ: 47537 | POS: 71 | [WAITING] | [accumula|goldSack|goldSack]
    T+71 | SEQ: 47538 | POS: 72 | [WAITING] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+72 | SEQ: 47539 | POS: 73 | [WAITING] | [attack  |coin    |coin    ]
    T+73 | SEQ: 47540 | POS: 74 | [WAITING] | [goldSack|goldSack|goldSack]
    T+74 | SEQ: 47541 | POS: 75 | [WAITING] | [accumula|goldSack|goldSack]
    T+75 | SEQ: 47542 | POS: 76 | [WAITING] | [goldSack|goldSack|goldSack]
    T+76 | SEQ: 47543 | POS: 77 | [WAITING] | [accumula|goldSack|goldSack]
    T+77 | SEQ: 47544 | POS: 78 | [WAITING] | [accumula|accumula|accumula] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #014 | Len:  59 | Result: MISSED
    T+44 | SEQ: 47589 | POS: 45 | [WAITING] | [coin    |steal   |steal   ]
    T+45 | SEQ: 47590 | POS: 46 | [WAITING] | [steal   |spins   |goldSack]
    T+46 | SEQ: 47591 | POS: 47 | [WAITING] | [coin    |coin    |coin    ]
    T+47 | SEQ: 47592 | POS: 48 | [WAITING] | [accumula|goldSack|goldSack]
    T+48 | SEQ: 47593 | POS: 49 | [WAITING] | [coin    |steal   |steal   ]
    T+49 | SEQ: 47594 | POS: 50 | [WAITING] | [coin    |steal   |steal   ] (REEL DUP!)
    T+50 | SEQ: 47595 | POS: 51 | [WAITING] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+51 | SEQ: 47596 | POS: 52 | [WAITING] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] (REEL DUP!)
    T+52 | SEQ: 47597 | POS: 53 | [WAITING] | [attack  |spins   |goldSack]
    T+53 | SEQ: 47598 | POS: 54 | [WAITING] | [accumula|accumula|coin    ]
    T+54 | SEQ: 47599 | POS: 55 | [WAITING] | [attack  |coin    |steal   ]
    T+55 | SEQ: 47600 | POS: 56 | [WAITING] | [accumula|goldSack|goldSack]
    T+56 | SEQ: 47601 | POS: 57 | [WAITING] | [coin    |coin    |coin    ]
    T+57 | SEQ: 47602 | POS: 58 | [WAITING] | [attack  |spins   |goldSack]
    T+58 | SEQ: 47603 | POS: 59 | [WAITING] | [accumula|accumula|accumula] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #015 | Len: 153 | Result: FAIL
    T-05 | SEQ: 47715 | POS:112 | [BASE_100    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T-04 | SEQ: 47716 | POS:113 | [BASE_100    ] | [shield  |goldSack|goldSack]
    T-03 | SEQ: 47717 | POS:114 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T-02 | SEQ: 47718 | POS:115 | [BASE_100    ] | [accumula|accumula|coin    ]
    T-01 | SEQ: 47719 | POS:116 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 47720 | POS:117 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!) <--- !!! ENTRY !!!
    T+01 | SEQ: 47721 | POS:118 | [BASE_100    ] | [coin    |coin    |steal   ] <--- [ HIGH BET $$$ ]
    T+02 | SEQ: 47722 | POS:119 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] (CD)
    T+03 | SEQ: 47723 | POS:120 | [BASE_100    ] | [coin    |coin    |steal   ]
    T+04 | SEQ: 47724 | POS:121 | [BASE_100    ] | [coin    |coin    |coin    ]
    T+05 | SEQ: 47725 | POS:122 | [BASE_100    ] | [accumula|accumula|coin    ]
    T+06 | SEQ: 47726 | POS:123 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+07 | SEQ: 47727 | POS:124 | [BASE_100    ] | [attack  |coin    |shield  ] <--- [ HIGH BET $$$ ]
    T+08 | SEQ: 47728 | POS:125 | [BASE_100    ] | [attack  |steal   |goldSack] <--- [ HIGH BET $$$ ]
    T+09 | SEQ: 47729 | POS:126 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD)
    T+10 | SEQ: 47730 | POS:127 | [BASE_100    ] | [steal   |spins   |goldSack]
    T+11 | SEQ: 47731 | POS:128 | [BASE_100    ] | [attack  |attack  |goldSack]
    T+12 | SEQ: 47732 | POS:129 | [BASE_100    ] | [attack  |attack  |goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+13 | SEQ: 47733 | POS:130 | [BASE_100    ] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+14 | SEQ: 47734 | POS:131 | [BASE_100    ] | [attack  |attack  |goldSack] <--- [ HIGH BET $$$ ]
    T+15 | SEQ: 47735 | POS:132 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+16 | SEQ: 47736 | POS:133 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+17 | SEQ: 47737 | POS:134 | [BASE_100    ] | [coin    |steal   |steal   ] <--- [ HIGH BET $$$ ]
    T+18 | SEQ: 47738 | POS:135 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+19 | SEQ: 47739 | POS:136 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+20 | SEQ: 47740 | POS:137 | [BASE_100    ] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+21 | SEQ: 47741 | POS:138 | [BASE_100    ] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+22 | SEQ: 47742 | POS:139 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+23 | SEQ: 47743 | POS:140 | [BASE_100    ] | [attack  |coin    |steal   ] <--- [ HIGH BET $$$ ]
    T+24 | SEQ: 47744 | POS:141 | [BASE_100    ] | [attack  |shield  |goldSack] <--- [ HIGH BET $$$ ]
    T+25 | SEQ: 47745 | POS:142 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+26 | SEQ: 47746 | POS:143 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+27 | SEQ: 47747 | POS:144 | [BASE_100    ] | [attack  |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+28 | SEQ: 47748 | POS:145 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+29 | SEQ: 47749 | POS:146 | [BASE_100    ] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+30 | SEQ: 47750 | POS:147 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+31 | SEQ: 47751 | POS:148 | [BASE_100    ] | [coin    |steal   |spins   ] <--- [ HIGH BET $$$ ]
    T+32 | SEQ: 47752 | POS:149 | [BASE_100    ] | [attack  |attack  |goldSack] <--- [ HIGH BET $$$ ]
    T+33 | SEQ: 47753 | POS:150 | [BASE_100    ] | [shield  |goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+34 | SEQ: 47754 | POS:151 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+35 | SEQ: 47755 | POS:152 | [BASE_100    ] | [attack  |coin    |shield  ] <--- [ HIGH BET $$$ ]
    T+36 | SEQ: 47756 | POS:153 | [BASE_100    ] | [accumula|accumula|accumula] <--- [ HIGH BET $$$ ] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #016 | Len: 117 | Result: CATCH
    T-05 | SEQ: 47857 | POS: 74 | [PRED] | [attack  |shield  |goldSack]
    T-04 | SEQ: 47858 | POS: 75 | [PRED] | [accumula|goldSack|goldSack]
    T-03 | SEQ: 47859 | POS: 76 | [PRED] | [coin    |coin    |coin    ]
    T-02 | SEQ: 47860 | POS: 77 | [PRED] | [attack  |shield  |goldSack]
    T-01 | SEQ: 47861 | POS: 78 | [PRED] | [coin    |spins   |spins   ]
    T+00 | SEQ: 47862 | POS: 79 | [PRED] | [coin    |spins   |spins   ] <--- [ HIGH BET $$$ ] (REEL DUP!) <--- !!! ENTRY !!!
    T+01 | SEQ: 47863 | POS: 80 | [PRED] | [steal   |steal   |steal   ] <--- MINOR [STEAL] (CD)
    T+02 | SEQ: 47864 | POS: 81 | [PRED] | [coin    |steal   |steal   ]
    T+03 | SEQ: 47865 | POS: 82 | [PRED] | [coin    |coin    |steal   ]
    T+04 | SEQ: 47866 | POS: 83 | [PRED] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+05 | SEQ: 47867 | POS: 84 | [PRED] | [attack  |coin    |steal   ] <--- [ HIGH BET $$$ ]
    T+06 | SEQ: 47868 | POS: 85 | [PRED] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] (CD)
    T+07 | SEQ: 47869 | POS: 86 | [PRED] | [coin    |steal   |steal   ]
    T+08 | SEQ: 47870 | POS: 87 | [PRED] | [coin    |coin    |steal   ]
    T+09 | SEQ: 47871 | POS: 88 | [PRED] | [coin    |coin    |steal   ] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+10 | SEQ: 47872 | POS: 89 | [PRED] | [attack  |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+11 | SEQ: 47873 | POS: 90 | [PRED] | [accumula|accumula|accumula] <--- [ HIGH BET $$$ ] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #017 | Len: 154 | Result: FAIL
    T-05 | SEQ: 48009 | POS:136 | [BASE_100    ] | [attack  |attack  |coin    ]
    T-04 | SEQ: 48010 | POS:137 | [BASE_100    ] | [steal   |spins   |goldSack]
    T-03 | SEQ: 48011 | POS:138 | [BASE_100    ] | [attack  |coin    |steal   ]
    T-02 | SEQ: 48012 | POS:139 | [BASE_100    ] | [attack  |coin    |shield  ]
    T-01 | SEQ: 48013 | POS:140 | [BASE_100    ] | [attack  |coin    |coin    ]
    T+00 | SEQ: 48014 | POS:141 | [BASE_100    ] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ] (REEL DUP!) <--- !!! ENTRY !!!
    T+01 | SEQ: 48015 | POS:142 | [BASE_100    ] | [coin    |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+02 | SEQ: 48016 | POS:143 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] (CD)
    T+03 | SEQ: 48017 | POS:144 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T+04 | SEQ: 48018 | POS:145 | [BASE_100    ] | [accumula|accumula|goldSack]
    T+05 | SEQ: 48019 | POS:146 | [BASE_100    ] | [shield  |goldSack|goldSack]
    T+06 | SEQ: 48020 | POS:147 | [BASE_100    ] | [steal   |steal   |goldSack] <--- [ HIGH BET $$$ ]
    T+07 | SEQ: 48021 | POS:148 | [BASE_100    ] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+08 | SEQ: 48022 | POS:149 | [BASE_100    ] | [attack  |attack  |coin    ] <--- [ HIGH BET $$$ ]
    T+09 | SEQ: 48023 | POS:150 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+10 | SEQ: 48024 | POS:151 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+11 | SEQ: 48025 | POS:152 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+12 | SEQ: 48026 | POS:153 | [BASE_100    ] | [accumula|accumula|goldSack] <--- [ HIGH BET $$$ ]
    T+13 | SEQ: 48027 | POS:154 | [BASE_100    ] | [accumula|accumula|accumula] <--- [ HIGH BET $$$ ] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #018 | Len:  54 | Result: CATCH
    T-05 | SEQ: 48066 | POS: 39 | [PRED] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T-04 | SEQ: 48067 | POS: 40 | [PRED] | [attack  |shield  |goldSack]
    T-03 | SEQ: 48068 | POS: 41 | [PRED] | [goldSack|goldSack|goldSack]
    T-02 | SEQ: 48069 | POS: 42 | [PRED] | [attack  |spins   |goldSack]
    T-01 | SEQ: 48070 | POS: 43 | [PRED] | [coin    |coin    |coin    ]
    T+00 | SEQ: 48071 | POS: 44 | [PRED] | [coin    |coin    |coin    ] <--- [ HIGH BET $$$ ] (REEL DUP!) <--- !!! ENTRY !!!
    T+01 | SEQ: 48072 | POS: 45 | [PRED] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (CD)
    T+02 | SEQ: 48073 | POS: 46 | [PRED] | [goldSack|goldSack|goldSack]
    T+03 | SEQ: 48074 | POS: 47 | [PRED] | [coin    |steal   |steal   ]
    T+04 | SEQ: 48075 | POS: 48 | [PRED] | [accumula|goldSack|goldSack]
    T+05 | SEQ: 48076 | POS: 49 | [PRED] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+06 | SEQ: 48077 | POS: 50 | [PRED] | [coin    |coin    |steal   ] <--- [ HIGH BET $$$ ]
    T+07 | SEQ: 48078 | POS: 51 | [PRED] | [attack  |coin    |steal   ] <--- [ HIGH BET $$$ ]
    T+08 | SEQ: 48079 | POS: 52 | [PRED] | [coin    |coin    |steal   ] <--- [ HIGH BET $$$ ]
    T+09 | SEQ: 48080 | POS: 53 | [PRED] | [spins   |spins   |spins   ] <--- MINOR [SPINS] (CD)
    T+10 | SEQ: 48081 | POS: 54 | [PRED] | [accumula|accumula|accumula] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #019 | Len: 133 | Result: FAIL
    T-05 | SEQ: 48178 | POS: 97 | [WAITING] | [coin    |steal   |spins   ]
    T-04 | SEQ: 48179 | POS: 98 | [WAITING] | [attack  |attack  |goldSack]
    T-03 | SEQ: 48180 | POS: 99 | [WAITING] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T-02 | SEQ: 48181 | POS:100 | [BASE_100    ] | [coin    |coin    |coin    ]
    T-01 | SEQ: 48182 | POS:101 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 48183 | POS:102 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!) <--- !!! ENTRY !!!
    T+01 | SEQ: 48184 | POS:103 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD] (CD)
    T+02 | SEQ: 48185 | POS:104 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T+03 | SEQ: 48186 | POS:105 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ] (REEL DUP!)
    T+04 | SEQ: 48187 | POS:106 | [BASE_100    ] | [accumula|accumula|coin    ] <--- [ HIGH BET $$$ ]
    T+05 | SEQ: 48188 | POS:107 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+06 | SEQ: 48189 | POS:108 | [BASE_100    ] | [attack  |attack  |goldSack] <--- [ HIGH BET $$$ ]
    T+07 | SEQ: 48190 | POS:109 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+08 | SEQ: 48191 | POS:110 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+09 | SEQ: 48192 | POS:111 | [BASE_100    ] | [attack  |coin    |shield  ] <--- [ HIGH BET $$$ ]
    T+10 | SEQ: 48193 | POS:112 | [BASE_100    ] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+11 | SEQ: 48194 | POS:113 | [BASE_100    ] | [attack  |coin    |shield  ] <--- [ HIGH BET $$$ ]
    T+12 | SEQ: 48195 | POS:114 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+13 | SEQ: 48196 | POS:115 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+14 | SEQ: 48197 | POS:116 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+15 | SEQ: 48198 | POS:117 | [BASE_100    ] | [attack  |coin    |shield  ] <--- [ HIGH BET $$$ ]
    T+16 | SEQ: 48199 | POS:118 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+17 | SEQ: 48200 | POS:119 | [BASE_100    ] | [coin    |steal   |spins   ] <--- [ HIGH BET $$$ ]
    T+18 | SEQ: 48201 | POS:120 | [BASE_100    ] | [goldSack|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+19 | SEQ: 48202 | POS:121 | [BASE_100    ] | [accumula|goldSack|goldSack] <--- [ HIGH BET $$$ ]
    T+20 | SEQ: 48203 | POS:122 | [BASE_100    ] | [coin    |spins   |spins   ] <--- [ HIGH BET $$$ ]
    T+21 | SEQ: 48204 | POS:123 | [BASE_100    ] | [steal   |spins   |goldSack] <--- [ HIGH BET $$$ ]
    T+22 | SEQ: 48205 | POS:124 | [BASE_100    ] | [coin    |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+23 | SEQ: 48206 | POS:125 | [BASE_100    ] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+24 | SEQ: 48207 | POS:126 | [BASE_100    ] | [coin    |spins   |spins   ] <--- [ HIGH BET $$$ ]
    T+25 | SEQ: 48208 | POS:127 | [BASE_100    ] | [attack  |coin    |coin    ] <--- [ HIGH BET $$$ ]
    T+26 | SEQ: 48209 | POS:128 | [BASE_100    ] | [coin    |steal   |steal   ] <--- [ HIGH BET $$$ ]
    T+27 | SEQ: 48210 | POS:129 | [BASE_100    ] | [spins   |spins   |spins   ] <--- MINOR [SPINS] (CD)
    T+28 | SEQ: 48211 | POS:130 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T+29 | SEQ: 48212 | POS:131 | [BASE_100    ] | [attack  |steal   |goldSack]
    T+30 | SEQ: 48213 | POS:132 | [BASE_100    ] | [attack  |coin    |coin    ]
    T+31 | SEQ: 48214 | POS:133 | [BASE_100    ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #020 | Len:  90 | Result: MISSED
    T+75 | SEQ: 48290 | POS: 76 | [WAITING] | [accumula|goldSack|goldSack] (REEL DUP!)
    T+76 | SEQ: 48291 | POS: 77 | [WAITING] | [attack  |shield  |goldSack]
    T+77 | SEQ: 48292 | POS: 78 | [WAITING] | [accumula|accumula|goldSack]
    T+78 | SEQ: 48293 | POS: 79 | [WAITING] | [attack  |coin    |coin    ]
    T+79 | SEQ: 48294 | POS: 80 | [WAITING] | [coin    |steal   |spins   ]
    T+80 | SEQ: 48295 | POS: 81 | [WAITING] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+81 | SEQ: 48296 | POS: 82 | [WAITING] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] (REEL DUP!)
    T+82 | SEQ: 48297 | POS: 83 | [WAITING] | [steal   |steal   |goldSack]
    T+83 | SEQ: 48298 | POS: 84 | [WAITING] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+84 | SEQ: 48299 | POS: 85 | [WAITING] | [coin    |steal   |spins   ]
    T+85 | SEQ: 48300 | POS: 86 | [WAITING] | [attack  |coin    |coin    ]
    T+86 | SEQ: 48301 | POS: 87 | [WAITING] | [attack  |attack  |goldSack]
    T+87 | SEQ: 48302 | POS: 88 | [WAITING] | [coin    |coin    |coin    ]
    T+88 | SEQ: 48303 | POS: 89 | [WAITING] | [attack  |attack  |goldSack]
    T+89 | SEQ: 48304 | POS: 90 | [WAITING] | [accumula|accumula|accumula] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #021 | Len: 119 | Result: MISSED
    T+104 | SEQ: 48409 | POS:105 | [BASE_100    ] | [accumula|accumula|coin    ]
    T+105 | SEQ: 48410 | POS:106 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+106 | SEQ: 48411 | POS:107 | [BASE_100    ] | [attack  |steal   |goldSack]
    T+107 | SEQ: 48412 | POS:108 | [BASE_100    ] | [spins   |spins   |spins   ] <--- MINOR [SPINS]
    T+108 | SEQ: 48413 | POS:109 | [BASE_100    ] | [goldSack|goldSack|goldSack]
    T+109 | SEQ: 48414 | POS:110 | [BASE_100    ] | [shield  |goldSack|goldSack]
    T+110 | SEQ: 48415 | POS:111 | [BASE_100    ] | [attack  |steal   |goldSack]
    T+111 | SEQ: 48416 | POS:112 | [BASE_100    ] | [goldSack|goldSack|goldSack]
    T+112 | SEQ: 48417 | POS:113 | [BASE_100    ] | [accumula|accumula|coin    ]
    T+113 | SEQ: 48418 | POS:114 | [BASE_100    ] | [coin    |spins   |spins   ]
    T+114 | SEQ: 48419 | POS:115 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+115 | SEQ: 48420 | POS:116 | [BASE_100    ] | [coin    |coin    |spins   ]
    T+116 | SEQ: 48421 | POS:117 | [BASE_100    ] | [coin    |spins   |spins   ]
    T+117 | SEQ: 48422 | POS:118 | [BASE_100    ] | [attack  |attack  |goldSack]
    T+118 | SEQ: 48423 | POS:119 | [BASE_100    ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #022 | Len: 110 | Result: MISSED
    T+95 | SEQ: 48519 | POS: 96 | [WAITING] | [coin    |coin    |spins   ]
    T+96 | SEQ: 48520 | POS: 97 | [WAITING] | [accumula|goldSack|goldSack]
    T+97 | SEQ: 48521 | POS: 98 | [WAITING] | [accumula|goldSack|goldSack] (REEL DUP!)
    T+98 | SEQ: 48522 | POS: 99 | [WAITING] | [attack  |steal   |goldSack]
    T+99 | SEQ: 48523 | POS:100 | [BASE_100    ] | [accumula|goldSack|goldSack]
    T+100 | SEQ: 48524 | POS:101 | [BASE_100    ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+101 | SEQ: 48525 | POS:102 | [BASE_100    ] | [attack  |attack  |coin    ]
    T+102 | SEQ: 48526 | POS:103 | [BASE_100    ] | [coin    |coin    |spins   ]
    T+103 | SEQ: 48527 | POS:104 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+104 | SEQ: 48528 | POS:105 | [BASE_100    ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+105 | SEQ: 48529 | POS:106 | [BASE_100    ] | [accumula|accumula|coin    ]
    T+106 | SEQ: 48530 | POS:107 | [BASE_100    ] | [goldSack|goldSack|goldSack]
    T+107 | SEQ: 48531 | POS:108 | [BASE_100    ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+108 | SEQ: 48532 | POS:109 | [BASE_100    ] | [coin    |coin    |coin    ]
    T+109 | SEQ: 48533 | POS:110 | [BASE_100    ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT
--------------------------------------------------------------------------------------------------------------

E0 | Gap #023 | Len:  37 | Result: MISSED
    T+22 | SEQ: 48556 | POS: 23 | [WAITING] | [goldSack|goldSack|goldSack]
    T+23 | SEQ: 48557 | POS: 24 | [WAITING] | [steal   |spins   |goldSack]
    T+24 | SEQ: 48558 | POS: 25 | [WAITING] | [accumula|accumula|coin    ]
    T+25 | SEQ: 48559 | POS: 26 | [WAITING] | [accumula|goldSack|goldSack]
    T+26 | SEQ: 48560 | POS: 27 | [WAITING] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+27 | SEQ: 48561 | POS: 28 | [WAITING] | [goldSack|goldSack|goldSack]
    T+28 | SEQ: 48562 | POS: 29 | [WAITING] | [accumula|goldSack|goldSack]
    T+29 | SEQ: 48563 | POS: 30 | [WAITING] | [attack  |coin    |coin    ]
    T+30 | SEQ: 48564 | POS: 31 | [WAITING] | [attack  |coin    |coin    ] (REEL DUP!)
    T+31 | SEQ: 48565 | POS: 32 | [WAITING] | [coin    |coin    |coin    ]
    T+32 | SEQ: 48566 | POS: 33 | [WAITING] | [accumula|goldSack|goldSack]
