=== MASTER TRACE: AHMED ===
Targets: ACCUMULATION and SPINS

####################################################################################################
 TARGET: ACCUMULATION
####################################################################################################

Gap #003 | CurLen:  11 | Prev1:  29 | Prev2: 132 | Result: MISSED (NAT DUP)
    T-03 | SEQ: 46564 | POS:  1 | [   WAITING  ] | [steal   |steal   |steal   ]
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #020 | CurLen:  90 | Prev1: 133 | Prev2:  54 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 48291 | POS: 77 | [   WAITING  ] | [attack  |shield  |goldSack]
    T-04 | SEQ: 48292 | POS: 78 | [   WAITING  ] | [accumula|accumula|goldSack]
    T-03 | SEQ: 48293 | POS: 79 | [   WAITING  ] | [attack  |coin    |coin    ]
    T-02 | SEQ: 48294 | POS: 80 | [   WAITING  ] | [coin    |steal   |spins   ]
    T-01 | SEQ: 48295 | POS: 81 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+00 | SEQ: 48296 | POS: 82 | [   WAITING  ] | [attack  |attack  |attack  ] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 48297 | POS: 83 | [   WAITING  ] | [steal   |steal   |goldSack]
    T+02 | SEQ: 48298 | POS: 84 | [   WAITING  ] | [shield  |shield  |shield  ]
    T+03 | SEQ: 48299 | POS: 85 | [   WAITING  ] | [coin    |steal   |spins   ]
    T+04 | SEQ: 48300 | POS: 86 | [   WAITING  ] | [attack  |coin    |coin    ]
    T+05 | SEQ: 48301 | POS: 87 | [   WAITING  ] | [attack  |attack  |goldSack]
    T+06 | SEQ: 48302 | POS: 88 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+07 | SEQ: 48303 | POS: 89 | [   WAITING  ] | [attack  |attack  |goldSack]
    T+08 | SEQ: 48304 | POS: 90 | [   WAITING  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #023 | CurLen:  37 | Prev1: 110 | Prev2: 119 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 48559 | POS: 26 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-04 | SEQ: 48560 | POS: 27 | [   WAITING  ] | [steal   |steal   |steal   ]
    T-03 | SEQ: 48561 | POS: 28 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-02 | SEQ: 48562 | POS: 29 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-01 | SEQ: 48563 | POS: 30 | [   WAITING  ] | [attack  |coin    |coin    ]
    T+00 | SEQ: 48564 | POS: 31 | [   WAITING  ] | [attack  |coin    |coin    ] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 48565 | POS: 32 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+02 | SEQ: 48566 | POS: 33 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+03 | SEQ: 48567 | POS: 34 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+04 | SEQ: 48568 | POS: 35 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+05 | SEQ: 48569 | POS: 36 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+06 | SEQ: 48570 | POS: 37 | [   WAITING  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #025 | CurLen: 102 | Prev1: 158 | Prev2:  37 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 48817 | POS: 89 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-04 | SEQ: 48818 | POS: 90 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-03 | SEQ: 48819 | POS: 91 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-02 | SEQ: 48820 | POS: 92 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-01 | SEQ: 48821 | POS: 93 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+00 | SEQ: 48822 | POS: 94 | [   WAITING  ] | [attack  |attack  |attack  ] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 48823 | POS: 95 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+02 | SEQ: 48824 | POS: 96 | [   WAITING  ] | [steal   |steal   |steal   ]
    T+03 | SEQ: 48825 | POS: 97 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+04 | SEQ: 48826 | POS: 98 | [   WAITING  ] | [coin    |steal   |steal   ]
    T+05 | SEQ: 48827 | POS: 99 | [   WAITING  ] | [attack  |attack  |coin    ]
    T+06 | SEQ: 48828 | POS:100 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+07 | SEQ: 48829 | POS:101 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+08 | SEQ: 48830 | POS:102 | [   WAITING  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #026 | CurLen: 111 | Prev1: 102 | Prev2: 158 | Result: CLEAN CATCH
    T-03 | SEQ: 48937 | POS:107 | [   WAITING  ] | [attack  |shield  |goldSack]
    T-02 | SEQ: 48938 | POS:108 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-01 | SEQ: 48939 | POS:109 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 48940 | POS:110 | [R01_COMBO   ] | [accumula|goldSack|goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 48941 | POS:111 | [R01_COMBO   ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #032 | CurLen: 117 | Prev1:  49 | Prev2: 127 | Result: CLEAN CATCH
    T-09 | SEQ: 49499 | POS:107 | [   WAITING  ] | [attack  |steal   |goldSack]
    T-08 | SEQ: 49500 | POS:108 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-07 | SEQ: 49501 | POS:109 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-06 | SEQ: 49502 | POS:110 | [R01_COMBO   ] | [coin    |shield  |shield  ]
    T-05 | SEQ: 49503 | POS:111 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T-04 | SEQ: 49504 | POS:112 | [R01_COMBO   ] | [coin    |coin    |spins   ]
    T-03 | SEQ: 49505 | POS:113 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T-02 | SEQ: 49506 | POS:114 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T-01 | SEQ: 49507 | POS:115 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 49508 | POS:116 | [R01_COMBO   ] | [accumula|goldSack|goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 49509 | POS:117 | [R01_COMBO   ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #034 | CurLen: 151 | Prev1:  48 | Prev2: 117 | Result: LATE HIT
    T-04 | SEQ: 49664 | POS:107 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-03 | SEQ: 49665 | POS:108 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-02 | SEQ: 49666 | POS:109 | [   WAITING  ] | [coin    |steal   |steal   ]
    T-01 | SEQ: 49667 | POS:110 | [R01_COMBO   ] | [attack  |attack  |attack  ]
    T+00 | SEQ: 49668 | POS:111 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 49669 | POS:112 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T+02 | SEQ: 49670 | POS:113 | [R01_COMBO   ] | [attack  |attack  |goldSack]
    T+03 | SEQ: 49671 | POS:114 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+04 | SEQ: 49672 | POS:115 | [R01_COMBO   ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+05 | SEQ: 49673 | POS:116 | [R01_COMBO   ] | [coin    |steal   |spins   ]
    T+06 | SEQ: 49674 | POS:117 | [R01_COMBO   ] | [attack  |coin    |shield  ]
    T+07 | SEQ: 49675 | POS:118 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+08 | SEQ: 49676 | POS:119 | [R01_COMBO   ] | [attack  |attack  |goldSack]
    T+09 | SEQ: 49677 | POS:120 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+10 | SEQ: 49678 | POS:121 | [R01_COMBO   ] | [attack  |coin    |steal   ]
    T+11 | SEQ: 49679 | POS:122 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+12 | SEQ: 49680 | POS:123 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+13 | SEQ: 49681 | POS:124 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+14 | SEQ: 49682 | POS:125 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+15 | SEQ: 49683 | POS:126 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+16 | SEQ: 49684 | POS:127 | [R01_COMBO   ] | [steal   |spins   |goldSack]
    T+17 | SEQ: 49685 | POS:128 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+18 | SEQ: 49686 | POS:129 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+19 | SEQ: 49687 | POS:130 | [V5_STEAL_M  ] | [accumula|accumula|attack  ]
    T+20 | SEQ: 49688 | POS:131 | [V5_STEAL_M  ] | [goldSack|goldSack|goldSack]
    T+21 | SEQ: 49689 | POS:132 | [V5_STEAL_M  ] | [attack  |attack  |goldSack]
    T+22 | SEQ: 49690 | POS:133 | [V5_STEAL_M  ] | [accumula|goldSack|goldSack]
    T+23 | SEQ: 49691 | POS:134 | [V5_STEAL_M  ] | [accumula|accumula|attack  ]
    T+24 | SEQ: 49692 | POS:135 | [V5_STEAL_M  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+25 | SEQ: 49693 | POS:136 | [V5_STEAL_M  ] | [accumula|goldSack|goldSack]
    T+26 | SEQ: 49694 | POS:137 | [V5_STEAL_M  ] | [coin    |coin    |steal   ]
    T+27 | SEQ: 49695 | POS:138 | [V5_STEAL_M  ] | [coin    |spins   |spins   ]
    T+28 | SEQ: 49696 | POS:139 | [V5_STEAL_M  ] | [attack  |attack  |goldSack]
    T+29 | SEQ: 49697 | POS:140 | [V5_STEAL_M  ] | [accumula|accumula|coin    ]
    T+30 | SEQ: 49698 | POS:141 | [V5_STEAL_M  ] | [steal   |spins   |goldSack]
    T+31 | SEQ: 49699 | POS:142 | [V5_STEAL_M  ] | [accumula|goldSack|goldSack]
    T+32 | SEQ: 49700 | POS:143 | [V5_STEAL_M  ] | [steal   |spins   |goldSack]
    T+33 | SEQ: 49701 | POS:144 | [V5_STEAL_M  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+34 | SEQ: 49702 | POS:145 | [V5_STEAL_M  ] | [attack  |coin    |shield  ]
    T+35 | SEQ: 49703 | POS:146 | [V5_STEAL_M  ] | [coin    |coin    |coin    ]
    T+36 | SEQ: 49704 | POS:147 | [V5_STEAL_M  ] | [accumula|goldSack|goldSack]
    T+37 | SEQ: 49705 | POS:148 | [V5_STEAL_M  ] | [coin    |coin    |steal   ]
    T+38 | SEQ: 49706 | POS:149 | [V5_STEAL_M  ] | [coin    |shield  |shield  ]
    T+39 | SEQ: 49707 | POS:150 | [V5_STEAL_M  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+40 | SEQ: 49708 | POS:151 | [V5_STEAL_M  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #037 | CurLen: 170 | Prev1:  42 | Prev2: 128 | Result: LATE HIT
    T-42 | SEQ: 49985 | POS:107 | [   WAITING  ] | [coin    |coin    |spins   ]
    T-41 | SEQ: 49986 | POS:108 | [   WAITING  ] | [coin    |coin    |spins   ]
    T-40 | SEQ: 49987 | POS:109 | [   WAITING  ] | [attack  |steal   |goldSack]
    T-39 | SEQ: 49988 | POS:110 | [R01_COMBO   ] | [coin    |steal   |steal   ]
    T-38 | SEQ: 49989 | POS:111 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T-37 | SEQ: 49990 | POS:112 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T-36 | SEQ: 49991 | POS:113 | [R01_COMBO   ] | [coin    |spins   |spins   ]
    T-35 | SEQ: 49992 | POS:114 | [R01_COMBO   ] | [attack  |attack  |attack  ]
    T-34 | SEQ: 49993 | POS:115 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T-33 | SEQ: 49994 | POS:116 | [R01_COMBO   ] | [steal   |steal   |steal   ]
    T-32 | SEQ: 49995 | POS:117 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T-31 | SEQ: 49996 | POS:118 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T-30 | SEQ: 49997 | POS:119 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T-29 | SEQ: 49998 | POS:120 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T-28 | SEQ: 49999 | POS:121 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T-27 | SEQ: 50000 | POS:122 | [R01_COMBO   ] | [coin    |steal   |steal   ]
    T-26 | SEQ: 50001 | POS:123 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T-25 | SEQ: 50002 | POS:124 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T-24 | SEQ: 50003 | POS:125 | [R01_COMBO   ] | [coin    |coin    |spins   ]
    T-23 | SEQ: 50004 | POS:126 | [R01_COMBO   ] | [coin    |spins   |spins   ]
    T-22 | SEQ: 50005 | POS:127 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T-21 | SEQ: 50006 | POS:128 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T-20 | SEQ: 50007 | POS:129 | [R01_COMBO   ] | [steal   |steal   |steal   ]
    T-19 | SEQ: 50008 | POS:130 | [R01_COMBO   ] | [attack  |attack  |coin    ]
    T-18 | SEQ: 50009 | POS:131 | [R01_COMBO   ] | [shield  |shield  |shield  ]
    T-17 | SEQ: 50010 | POS:132 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T-16 | SEQ: 50011 | POS:133 | [R01_COMBO   ] | [shield  |shield  |shield  ]
    T-15 | SEQ: 50012 | POS:134 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T-14 | SEQ: 50013 | POS:135 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T-13 | SEQ: 50014 | POS:136 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T-12 | SEQ: 50015 | POS:137 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T-11 | SEQ: 50016 | POS:138 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T-10 | SEQ: 50017 | POS:139 | [R01_COMBO   ] | [coin    |steal   |steal   ]
    T-09 | SEQ: 50018 | POS:140 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T-08 | SEQ: 50019 | POS:141 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T-07 | SEQ: 50020 | POS:142 | [R01_COMBO   ] | [coin    |coin    |spins   ]
    T-06 | SEQ: 50021 | POS:143 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T-05 | SEQ: 50022 | POS:144 | [R01_COMBO   ] | [coin    |coin    |spins   ]
    T-04 | SEQ: 50023 | POS:145 | [R01_COMBO   ] | [attack  |attack  |attack  ]
    T-03 | SEQ: 50024 | POS:146 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T-02 | SEQ: 50025 | POS:147 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T-01 | SEQ: 50026 | POS:148 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T+00 | SEQ: 50027 | POS:149 | [R01_COMBO   ] | [attack  |steal   |goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 50028 | POS:150 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+02 | SEQ: 50029 | POS:151 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+03 | SEQ: 50030 | POS:152 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T+04 | SEQ: 50031 | POS:153 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+05 | SEQ: 50032 | POS:154 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+06 | SEQ: 50033 | POS:155 | [   WAITING  ] | [coin    |steal   |steal   ]
    T+07 | SEQ: 50034 | POS:156 | [   WAITING  ] | [coin    |steal   |shield  ]
    T+08 | SEQ: 50035 | POS:157 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+09 | SEQ: 50036 | POS:158 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+10 | SEQ: 50037 | POS:159 | [R01_COMBO   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+11 | SEQ: 50038 | POS:160 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+12 | SEQ: 50039 | POS:161 | [R01_COMBO   ] | [coin    |coin    |spins   ]
    T+13 | SEQ: 50040 | POS:162 | [R01_COMBO   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+14 | SEQ: 50041 | POS:163 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+15 | SEQ: 50042 | POS:164 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+16 | SEQ: 50043 | POS:165 | [DEEP_PITY   ] | [coin    |shield  |shield  ]
    T+17 | SEQ: 50044 | POS:166 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+18 | SEQ: 50045 | POS:167 | [R01_COMBO   ] | [attack  |attack  |coin    ]
    T+19 | SEQ: 50046 | POS:168 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+20 | SEQ: 50047 | POS:169 | [R01_COMBO   ] | [attack  |attack  |coin    ]
    T+21 | SEQ: 50048 | POS:170 | [R01_COMBO   ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #038 | CurLen:  49 | Prev1: 170 | Prev2:  42 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 50084 | POS: 36 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-04 | SEQ: 50085 | POS: 37 | [   WAITING  ] | [shield  |shield  |shield  ]
    T-03 | SEQ: 50086 | POS: 38 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-02 | SEQ: 50087 | POS: 39 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-01 | SEQ: 50088 | POS: 40 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+00 | SEQ: 50089 | POS: 41 | [   WAITING  ] | [coin    |coin    |coin    ] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 50090 | POS: 42 | [   WAITING  ] | [attack  |attack  |attack  ]
    T+02 | SEQ: 50091 | POS: 43 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+03 | SEQ: 50092 | POS: 44 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+04 | SEQ: 50093 | POS: 45 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+05 | SEQ: 50094 | POS: 46 | [   WAITING  ] | [attack  |attack  |goldSack]
    T+06 | SEQ: 50095 | POS: 47 | [   WAITING  ] | [attack  |coin    |shield  ]
    T+07 | SEQ: 50096 | POS: 48 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+08 | SEQ: 50097 | POS: 49 | [   WAITING  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #039 | CurLen: 101 | Prev1:  49 | Prev2: 170 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 50185 | POS: 88 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-04 | SEQ: 50186 | POS: 89 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-03 | SEQ: 50187 | POS: 90 | [   WAITING  ] | [coin    |spins   |spins   ]
    T-02 | SEQ: 50188 | POS: 91 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-01 | SEQ: 50189 | POS: 92 | [   WAITING  ] | [coin    |coin    |steal   ]
    T+00 | SEQ: 50190 | POS: 93 | [   WAITING  ] | [coin    |coin    |steal   ] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 50191 | POS: 94 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+02 | SEQ: 50192 | POS: 95 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+03 | SEQ: 50193 | POS: 96 | [   WAITING  ] | [attack  |attack  |goldSack]
    T+04 | SEQ: 50194 | POS: 97 | [   WAITING  ] | [attack  |attack  |goldSack]
    T+05 | SEQ: 50195 | POS: 98 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+06 | SEQ: 50196 | POS: 99 | [   WAITING  ] | [shield  |shield  |shield  ]
    T+07 | SEQ: 50197 | POS:100 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+08 | SEQ: 50198 | POS:101 | [   WAITING  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #040 | CurLen: 123 | Prev1: 101 | Prev2:  49 | Result: CLEAN CATCH
    T-07 | SEQ: 50311 | POS:113 | [   WAITING  ] | [attack  |shield  |goldSack]
    T-06 | SEQ: 50312 | POS:114 | [   WAITING  ] | [coin    |steal   |spins   ]
    T-05 | SEQ: 50313 | POS:115 | [   WAITING  ] | [steal   |steal   |steal   ]
    T-04 | SEQ: 50314 | POS:116 | [R01_COMBO   ] | [accumula|accumula|goldSack]
    T-03 | SEQ: 50315 | POS:117 | [R01_COMBO   ] | [attack  |shield  |goldSack]
    T-02 | SEQ: 50316 | POS:118 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-01 | SEQ: 50317 | POS:119 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 50318 | POS:120 | [R01_COMBO   ] | [accumula|goldSack|goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 50319 | POS:121 | [R01_COMBO   ] | [coin    |steal   |spins   ]
    T+02 | SEQ: 50320 | POS:122 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+03 | SEQ: 50321 | POS:123 | [R01_COMBO   ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #044 | CurLen: 137 | Prev1: 141 | Prev2: 108 | Result: LATE HIT
    T-04 | SEQ: 50717 | POS:107 | [   WAITING  ] | [coin    |coin    |steal   ]
    T-03 | SEQ: 50718 | POS:108 | [   WAITING  ] | [attack  |attack  |goldSack]
    T-02 | SEQ: 50719 | POS:109 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-01 | SEQ: 50720 | POS:110 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+00 | SEQ: 50721 | POS:111 | [R01_COMBO   ] | [attack  |spins   |goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 50722 | POS:112 | [R01_COMBO   ] | [attack  |coin    |steal   ]
    T+02 | SEQ: 50723 | POS:113 | [R01_COMBO   ] | [attack  |coin    |steal   ] <--- *SUB-DUP*
    T+03 | SEQ: 50724 | POS:114 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+04 | SEQ: 50725 | POS:115 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+05 | SEQ: 50726 | POS:116 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+06 | SEQ: 50727 | POS:117 | [R01_COMBO   ] | [steal   |spins   |goldSack]
    T+07 | SEQ: 50728 | POS:118 | [R01_COMBO   ] | [attack  |coin    |shield  ]
    T+08 | SEQ: 50729 | POS:119 | [R01_COMBO   ] | [coin    |spins   |spins   ]
    T+09 | SEQ: 50730 | POS:120 | [R01_COMBO   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+10 | SEQ: 50731 | POS:121 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+11 | SEQ: 50732 | POS:122 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+12 | SEQ: 50733 | POS:123 | [R01_COMBO   ] | [attack  |spins   |goldSack] <--- *SUB-DUP*
    T+13 | SEQ: 50734 | POS:124 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T+14 | SEQ: 50735 | POS:125 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+15 | SEQ: 50736 | POS:126 | [R01_COMBO   ] | [attack  |coin    |shield  ]
    T+16 | SEQ: 50737 | POS:127 | [R01_COMBO   ] | [coin    |spins   |spins   ]
    T+17 | SEQ: 50738 | POS:128 | [R01_COMBO   ] | [spins   |spins   |spins   ] <--- MINOR [SPINS]
    T+18 | SEQ: 50739 | POS:129 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+19 | SEQ: 50740 | POS:130 | [R01_COMBO   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+20 | SEQ: 50741 | POS:131 | [R01_COMBO   ] | [coin    |steal   |steal   ]
    T+21 | SEQ: 50742 | POS:132 | [R01_COMBO   ] | [steal   |spins   |goldSack]
    T+22 | SEQ: 50743 | POS:133 | [R01_COMBO   ] | [attack  |attack  |goldSack]
    T+23 | SEQ: 50744 | POS:134 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+24 | SEQ: 50745 | POS:135 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T+25 | SEQ: 50746 | POS:136 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+26 | SEQ: 50747 | POS:137 | [R01_COMBO   ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------
