=== MASTER TRACE: NICK ===
Targets: ACCUMULATION and SPINS

####################################################################################################
 TARGET: ACCUMULATION
####################################################################################################

Gap #000 | CurLen:  51 | Prev1:   0 | Prev2:   0 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 60977 | POS: 70 | [   WAITING  ] | [attack  |coin    |steal   ]
    T+44 | SEQ: 62175 | POS:163 | [R01_COMBO   ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #011 | CurLen: 250 | Prev1:  19 | Prev2: 163 | Result: MISSED (NAT DUP)
    T-31 | SEQ: 62301 | POS:107 | [   WAITING  ] | [accumula|accumula|goldSack]
    T-30 | SEQ: 62302 | POS:108 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-29 | SEQ: 62303 | POS:109 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-28 | SEQ: 62304 | POS:110 | [R01_COMBO   ] | [attack  |attack  |attack  ]
    T-27 | SEQ: 62305 | POS:111 | [R01_COMBO   ] | [coin    |steal   |spins   ]
    T-26 | SEQ: 62306 | POS:112 | [R01_COMBO   ] | [coin    |steal   |steal   ]
    T-25 | SEQ: 62307 | POS:113 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T-24 | SEQ: 62308 | POS:114 | [R01_COMBO   ] | [steal   |steal   |steal   ]
    T-23 | SEQ: 62309 | POS:115 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T-22 | SEQ: 62310 | POS:116 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T-21 | SEQ: 62311 | POS:117 | [R01_COMBO   ] | [coin    |shield  |shield  ]
    T-20 | SEQ: 62312 | POS:118 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T-19 | SEQ: 62313 | POS:119 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T-18 | SEQ: 62314 | POS:120 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T-17 | SEQ: 62315 | POS:121 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T-16 | SEQ: 62316 | POS:122 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T-15 | SEQ: 62317 | POS:123 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T-14 | SEQ: 62318 | POS:124 | [R01_COMBO   ] | [spins   |spins   |spins   ]
    T-13 | SEQ: 62319 | POS:125 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T-12 | SEQ: 62320 | POS:126 | [R01_COMBO   ] | [coin    |spins   |spins   ]
    T-11 | SEQ: 62321 | POS:127 | [R01_COMBO   ] | [steal   |spins   |goldSack]
    T-10 | SEQ: 62322 | POS:128 | [R01_COMBO   ] | [attack  |coin    |steal   ]
    T-09 | SEQ: 62323 | POS:129 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T-08 | SEQ: 62324 | POS:130 | [R01_COMBO   ] | [attack  |attack  |attack  ]
    T-07 | SEQ: 62325 | POS:131 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T-06 | SEQ: 62326 | POS:132 | [R01_COMBO   ] | [attack  |attack  |attack  ]
    T-05 | SEQ: 62327 | POS:133 | [   WAITING  ] | [attack  |attack  |goldSack]
    T-04 | SEQ: 62328 | POS:134 | [   WAITING  ] | [shield  |shield  |shield  ]
    T-03 | SEQ: 62329 | POS:135 | [   WAITING  ] | [coin    |coin    |steal   ]
    T-02 | SEQ: 62330 | POS:136 | [   WAITING  ] | [shield  |shield  |shield  ]
    T-01 | SEQ: 62331 | POS:137 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+00 | SEQ: 62332 | POS:138 | [R01_COMBO   ] | [accumula|accumula|coin    ] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 62333 | POS:139 | [R01_COMBO   ] | [steal   |spins   |goldSack]
    T+02 | SEQ: 62334 | POS:140 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+03 | SEQ: 62335 | POS:141 | [R01_COMBO   ] | [attack  |spins   |goldSack] <--- *SUB-DUP*
    T+04 | SEQ: 62336 | POS:142 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+05 | SEQ: 62337 | POS:143 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+06 | SEQ: 62338 | POS:144 | [R01_COMBO   ] | [attack  |attack  |goldSack]
    T+07 | SEQ: 62339 | POS:145 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T+08 | SEQ: 62340 | POS:146 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+09 | SEQ: 62341 | POS:147 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+10 | SEQ: 62342 | POS:148 | [R01_COMBO   ] | [attack  |coin    |shield  ]
    T+11 | SEQ: 62343 | POS:149 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+12 | SEQ: 62344 | POS:150 | [V5_QUIET    ] | [coin    |coin    |coin    ]
    T+13 | SEQ: 62345 | POS:151 | [V5_QUIET    ] | [coin    |spins   |spins   ]
    T+14 | SEQ: 62346 | POS:152 | [V5_QUIET    ] | [accumula|goldSack|goldSack]
    T+15 | SEQ: 62347 | POS:153 | [R01_COMBO   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+16 | SEQ: 62348 | POS:154 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+17 | SEQ: 62349 | POS:155 | [R01_COMBO   ] | [attack  |coin    |steal   ]
    T+18 | SEQ: 62350 | POS:156 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T+19 | SEQ: 62351 | POS:157 | [R01_COMBO   ] | [attack  |attack  |goldSack]
    T+20 | SEQ: 62352 | POS:158 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+21 | SEQ: 62353 | POS:159 | [R01_COMBO   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+22 | SEQ: 62354 | POS:160 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+23 | SEQ: 62355 | POS:161 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+24 | SEQ: 62356 | POS:162 | [R01_COMBO   ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+25 | SEQ: 62357 | POS:163 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T+26 | SEQ: 62358 | POS:164 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+27 | SEQ: 62359 | POS:165 | [R01_COMBO   ] | [attack  |shield  |goldSack]
    T+28 | SEQ: 62360 | POS:166 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+29 | SEQ: 62361 | POS:167 | [R01_COMBO   ] | [attack  |attack  |coin    ]
    T+30 | SEQ: 62362 | POS:168 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+31 | SEQ: 62363 | POS:169 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+32 | SEQ: 62364 | POS:170 | [R01_COMBO   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+33 | SEQ: 62365 | POS:171 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T+34 | SEQ: 62366 | POS:172 | [DEEP_PITY   ] | [goldSack|goldSack|goldSack]
    T+35 | SEQ: 62367 | POS:173 | [DEEP_PITY   ] | [attack  |spins   |goldSack]
    T+36 | SEQ: 62368 | POS:174 | [DEEP_PITY   ] | [attack  |attack  |coin    ]
    T+37 | SEQ: 62369 | POS:175 | [DEEP_PITY   ] | [attack  |spins   |goldSack]
    T+38 | SEQ: 62370 | POS:176 | [DEEP_PITY   ] | [steal   |steal   |goldSack]
    T+39 | SEQ: 62371 | POS:177 | [DEEP_PITY   ] | [goldSack|goldSack|goldSack]
    T+40 | SEQ: 62372 | POS:178 | [DEEP_PITY   ] | [attack  |attack  |goldSack]
    T+41 | SEQ: 62373 | POS:179 | [DEEP_PITY   ] | [coin    |steal   |steal   ]
    T+42 | SEQ: 62374 | POS:180 | [DEEP_PITY   ] | [coin    |coin    |coin    ]
    T+43 | SEQ: 62375 | POS:181 | [DEEP_PITY   ] | [accumula|accumula|coin    ]
    T+44 | SEQ: 62376 | POS:182 | [DEEP_PITY   ] | [attack  |spins   |goldSack]
    T+45 | SEQ: 62377 | POS:183 | [DEEP_PITY   ] | [coin    |steal   |spins   ]
    T+46 | SEQ: 62378 | POS:184 | [DEEP_PITY   ] | [spins   |spins   |spins   ] <--- MINOR [SPINS]
    T+47 | SEQ: 62379 | POS:185 | [DEEP_PITY   ] | [attack  |coin    |coin    ]
    T+48 | SEQ: 62380 | POS:186 | [DEEP_PITY   ] | [coin    |steal   |spins   ]
    T+49 | SEQ: 62381 | POS:187 | [DEEP_PITY   ] | [steal   |spins   |goldSack]
    T+50 | SEQ: 62382 | POS:188 | [DEEP_PITY   ] | [coin    |coin    |coin    ]
    T+51 | SEQ: 62383 | POS:189 | [DEEP_PITY   ] | [coin    |spins   |spins   ]
    T+52 | SEQ: 62384 | POS:190 | [DEEP_PITY   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+53 | SEQ: 62385 | POS:191 | [DEEP_PITY   ] | [attack  |coin    |shield  ]
    T+54 | SEQ: 62386 | POS:192 | [DEEP_PITY   ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+55 | SEQ: 62387 | POS:193 | [DEEP_PITY   ] | [coin    |coin    |coin    ]
    T+56 | SEQ: 62388 | POS:194 | [DEEP_PITY   ] | [coin    |coin    |coin    ] <--- *SUB-DUP*
    T+57 | SEQ: 62389 | POS:195 | [DEEP_PITY   ] | [goldSack|goldSack|goldSack]
    T+58 | SEQ: 62390 | POS:196 | [DEEP_PITY   ] | [attack  |coin    |coin    ]
    T+59 | SEQ: 62391 | POS:197 | [DEEP_PITY   ] | [attack  |attack  |coin    ]
    T+60 | SEQ: 62392 | POS:198 | [DEEP_PITY   ] | [coin    |coin    |coin    ]
    T+61 | SEQ: 62393 | POS:199 | [DEEP_PITY   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+62 | SEQ: 62394 | POS:200 | [DEEP_PITY   ] | [attack  |attack  |goldSack]
    T+63 | SEQ: 62395 | POS:201 | [DEEP_PITY   ] | [attack  |spins   |goldSack]
    T+64 | SEQ: 62396 | POS:202 | [DEEP_PITY   ] | [attack  |spins   |goldSack] <--- *SUB-DUP*
    T+65 | SEQ: 62397 | POS:203 | [DEEP_PITY   ] | [coin    |coin    |coin    ]
    T+66 | SEQ: 62398 | POS:204 | [DEEP_PITY   ] | [accumula|goldSack|goldSack]
    T+67 | SEQ: 62399 | POS:205 | [DEEP_PITY   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+68 | SEQ: 62400 | POS:206 | [DEEP_PITY   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK] <--- *SUB-DUP*
    T+69 | SEQ: 62401 | POS:207 | [DEEP_PITY   ] | [attack  |attack  |goldSack]
    T+70 | SEQ: 62402 | POS:208 | [DEEP_PITY   ] | [goldSack|goldSack|goldSack]
    T+71 | SEQ: 62403 | POS:209 | [DEEP_PITY   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+72 | SEQ: 62404 | POS:210 | [DEEP_PITY   ] | [coin    |coin    |steal   ]
    T+73 | SEQ: 62405 | POS:211 | [DEEP_PITY   ] | [attack  |spins   |goldSack]
    T+74 | SEQ: 62406 | POS:212 | [DEEP_PITY   ] | [coin    |coin    |steal   ]
    T+75 | SEQ: 62407 | POS:213 | [DEEP_PITY   ] | [accumula|accumula|coin    ]
    T+76 | SEQ: 62408 | POS:214 | [DEEP_PITY   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+77 | SEQ: 62409 | POS:215 | [DEEP_PITY   ] | [coin    |spins   |spins   ]
    T+78 | SEQ: 62410 | POS:216 | [DEEP_PITY   ] | [steal   |spins   |goldSack]
    T+79 | SEQ: 62411 | POS:217 | [DEEP_PITY   ] | [coin    |coin    |coin    ]
    T+80 | SEQ: 62412 | POS:218 | [DEEP_PITY   ] | [accumula|goldSack|goldSack]
    T+81 | SEQ: 62413 | POS:219 | [DEEP_PITY   ] | [coin    |coin    |coin    ]
    T+82 | SEQ: 62414 | POS:220 | [DEEP_PITY   ] | [steal   |spins   |goldSack]
    T+83 | SEQ: 62415 | POS:221 | [DEEP_PITY   ] | [accumula|goldSack|goldSack]
    T+84 | SEQ: 62416 | POS:222 | [DEEP_PITY   ] | [coin    |coin    |coin    ]
    T+85 | SEQ: 62417 | POS:223 | [DEEP_PITY   ] | [accumula|goldSack|goldSack]
    T+86 | SEQ: 62418 | POS:224 | [V5_QUIET    ] | [goldSack|goldSack|goldSack]
    T+87 | SEQ: 62419 | POS:225 | [V5_QUIET    ] | [accumula|accumula|coin    ]
    T+88 | SEQ: 62420 | POS:226 | [V5_QUIET    ] | [attack  |coin    |coin    ]
    T+89 | SEQ: 62421 | POS:227 | [V5_QUIET    ] | [goldSack|goldSack|goldSack]
    T+90 | SEQ: 62422 | POS:228 | [V5_QUIET    ] | [coin    |steal   |spins   ]
    T+91 | SEQ: 62423 | POS:229 | [V5_QUIET    ] | [accumula|goldSack|goldSack]
    T+92 | SEQ: 62424 | POS:230 | [V5_QUIET    ] | [attack  |coin    |coin    ]
    T+93 | SEQ: 62425 | POS:231 | [V5_QUIET    ] | [steal   |spins   |goldSack]
    T+94 | SEQ: 62426 | POS:232 | [V5_QUIET    ] | [coin    |coin    |coin    ]
    T+95 | SEQ: 62427 | POS:233 | [DEEP_PITY   ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+96 | SEQ: 62428 | POS:234 | [DEEP_PITY   ] | [accumula|accumula|coin    ]
    T+97 | SEQ: 62429 | POS:235 | [DEEP_PITY   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+98 | SEQ: 62430 | POS:236 | [DEEP_PITY   ] | [shield  |goldSack|goldSack]
    T+99 | SEQ: 62431 | POS:237 | [DEEP_PITY   ] | [attack  |steal   |goldSack]
    T+100 | SEQ: 62432 | POS:238 | [DEEP_PITY   ] | [spins   |spins   |spins   ] <--- MINOR [SPINS]
    T+101 | SEQ: 62433 | POS:239 | [DEEP_PITY   ] | [attack  |attack  |coin    ]
    T+102 | SEQ: 62434 | POS:240 | [DEEP_PITY   ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+103 | SEQ: 62435 | POS:241 | [DEEP_PITY   ] | [steal   |spins   |goldSack]
    T+104 | SEQ: 62436 | POS:242 | [DEEP_PITY   ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+105 | SEQ: 62437 | POS:243 | [DEEP_PITY   ] | [attack  |coin    |coin    ]
    T+106 | SEQ: 62438 | POS:244 | [DEEP_PITY   ] | [spins   |spins   |goldSack]
    T+107 | SEQ: 62439 | POS:245 | [DEEP_PITY   ] | [spins   |spins   |goldSack] <--- *SUB-DUP*
    T+108 | SEQ: 62440 | POS:246 | [DEEP_PITY   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+109 | SEQ: 62441 | POS:247 | [DEEP_PITY   ] | [spins   |spins   |goldSack]
    T+110 | SEQ: 62442 | POS:248 | [DEEP_PITY   ] | [coin    |shield  |shield  ]
    T+111 | SEQ: 62443 | POS:249 | [DEEP_PITY   ] | [attack  |attack  |coin    ]
    T+112 | SEQ: 62444 | POS:250 | [DEEP_PITY   ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #012 | CurLen: 154 | Prev1: 250 | Prev2:  19 | Result: LATE HIT
    T-10 | SEQ: 62551 | POS:107 | [   WAITING  ] | [attack  |steal   |goldSack]
    T-09 | SEQ: 62552 | POS:108 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T-08 | SEQ: 62553 | POS:109 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-07 | SEQ: 62554 | POS:110 | [R01_COMBO   ] | [coin    |steal   |spins   ]
    T-06 | SEQ: 62555 | POS:111 | [R01_COMBO   ] | [shield  |goldSack|goldSack]
    T-05 | SEQ: 62556 | POS:112 | [R01_COMBO   ] | [coin    |steal   |spins   ]
    T-04 | SEQ: 62557 | POS:113 | [R01_COMBO   ] | [coin    |spins   |spins   ]
    T-03 | SEQ: 62558 | POS:114 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T-02 | SEQ: 62559 | POS:115 | [R01_COMBO   ] | [coin    |steal   |steal   ]
    T-01 | SEQ: 62560 | POS:116 | [R01_COMBO   ] | [coin    |steal   |spins   ]
    T+00 | SEQ: 62561 | POS:117 | [R01_COMBO   ] | [coin    |steal   |spins   ] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 62562 | POS:118 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+02 | SEQ: 62563 | POS:119 | [R01_COMBO   ] | [coin    |steal   |steal   ]
    T+03 | SEQ: 62564 | POS:120 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T+04 | SEQ: 62565 | POS:121 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+05 | SEQ: 62566 | POS:122 | [R01_COMBO   ] | [attack  |attack  |goldSack]
    T+06 | SEQ: 62567 | POS:123 | [R01_COMBO   ] | [coin    |shield  |shield  ]
    T+07 | SEQ: 62568 | POS:124 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+08 | SEQ: 62569 | POS:125 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+09 | SEQ: 62570 | POS:126 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+10 | SEQ: 62571 | POS:127 | [R01_COMBO   ] | [coin    |coin    |spins   ]
    T+11 | SEQ: 62572 | POS:128 | [R01_COMBO   ] | [spins   |spins   |spins   ] <--- MINOR [SPINS]
    T+12 | SEQ: 62573 | POS:129 | [   WAITING  ] | [attack  |coin    |shield  ]
    T+13 | SEQ: 62574 | POS:130 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+14 | SEQ: 62575 | POS:131 | [R01_COMBO   ] | [goldSack|goldSack|goldSack]
    T+15 | SEQ: 62576 | POS:132 | [V5_QUIET    ] | [coin    |coin    |coin    ]
    T+16 | SEQ: 62577 | POS:133 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+17 | SEQ: 62578 | POS:134 | [   WAITING  ] | [coin    |coin    |spins   ]
    T+18 | SEQ: 62579 | POS:135 | [   WAITING  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+19 | SEQ: 62580 | POS:136 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+20 | SEQ: 62581 | POS:137 | [R01_COMBO   ] | [accumula|goldSack|goldSack] <--- *SUB-DUP*
    T+21 | SEQ: 62582 | POS:138 | [R01_COMBO   ] | [coin    |coin    |coin    ]
    T+22 | SEQ: 62583 | POS:139 | [R01_COMBO   ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+23 | SEQ: 62584 | POS:140 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+24 | SEQ: 62585 | POS:141 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+25 | SEQ: 62586 | POS:142 | [R01_COMBO   ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+26 | SEQ: 62587 | POS:143 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+27 | SEQ: 62588 | POS:144 | [R01_COMBO   ] | [attack  |steal   |goldSack]
    T+28 | SEQ: 62589 | POS:145 | [R01_COMBO   ] | [attack  |coin    |coin    ]
    T+29 | SEQ: 62590 | POS:146 | [R01_COMBO   ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+30 | SEQ: 62591 | POS:147 | [R01_COMBO   ] | [attack  |attack  |goldSack]
    T+31 | SEQ: 62592 | POS:148 | [R01_COMBO   ] | [coin    |steal   |steal   ]
    T+32 | SEQ: 62593 | POS:149 | [R01_COMBO   ] | [attack  |coin    |coin    ]
    T+33 | SEQ: 62594 | POS:150 | [R01_COMBO   ] | [coin    |coin    |spins   ]
    T+34 | SEQ: 62595 | POS:151 | [   WAITING  ] | [coin    |steal   |spins   ]
    T+35 | SEQ: 62596 | POS:152 | [R01_COMBO   ] | [accumula|accumula|coin    ]
    T+36 | SEQ: 62597 | POS:153 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T+37 | SEQ: 62598 | POS:154 | [R01_COMBO   ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #014 | CurLen:  40 | Prev1:  18 | Prev2: 154 | Result: MISSED (NAT DUP)
    T-05 | SEQ: 62644 | POS: 28 | [   WAITING  ] | [coin    |coin    |coin    ]
    T-04 | SEQ: 62645 | POS: 29 | [   WAITING  ] | [attack  |shield  |goldSack]
    T-03 | SEQ: 62646 | POS: 30 | [   WAITING  ] | [accumula|accumula|coin    ]
    T-02 | SEQ: 62647 | POS: 31 | [   WAITING  ] | [attack  |attack  |attack  ]
    T-01 | SEQ: 62648 | POS: 32 | [   WAITING  ] | [attack  |coin    |coin    ]
    T+00 | SEQ: 62649 | POS: 33 | [   WAITING  ] | [attack  |coin    |coin    ] <--- *NATURAL SIGNAL*
    T+01 | SEQ: 62650 | POS: 34 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T+02 | SEQ: 62651 | POS: 35 | [   WAITING  ] | [accumula|accumula|coin    ]
    T+03 | SEQ: 62652 | POS: 36 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+04 | SEQ: 62653 | POS: 37 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+05 | SEQ: 62654 | POS: 38 | [   WAITING  ] | [attack  |steal   |goldSack]
    T+06 | SEQ: 62655 | POS: 39 | [   WAITING  ] | [attack  |coin    |coin    ]
    T+07 | SEQ: 62656 | POS: 40 | [   WAITING  ] | [accumula|accumula|accumula] <--- 🎯 JACKPOT 🎯
--------------------------------------------------------------------------------------------------------------------------------------------

Gap #015 | CurLen: 340 | Prev1:  40 | Prev2:  18 | Result: MISSED (NAT DUP)
    T-18 | SEQ: 62763 | POS:107 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-17 | SEQ: 62764 | POS:108 | [   WAITING  ] | [attack  |coin    |steal   ]
    T-16 | SEQ: 62765 | POS:109 | [   WAITING  ] | [goldSack|goldSack|goldSack]
    T-15 | SEQ: 62766 | POS:110 | [R01_COMBO   ] | [attack  |spins   |goldSack]
    T-14 | SEQ: 62767 | POS:111 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T-13 | SEQ: 62768 | POS:112 | [R01_COMBO   ] | [coin    |coin    |steal   ]
    T-12 | SEQ: 62769 | POS:113 | [R01_COMBO   ] | [attack  |attack  |coin    ]
    T-11 | SEQ: 62770 | POS:114 | [R01_COMBO   ] | [spins   |spins   |spins   ]
    T-10 | SEQ: 62771 | POS:115 | [   WAITING  ] | [shield  |shield  |shield  ]
    T-09 | SEQ: 62772 | POS:116 | [   WAITING  ] | [attack  |spins   |goldSack]
    T-08 | SEQ: 62773 | POS:117 | [R01_COMBO   ] | [accumula|goldSack|goldSack]
    T-07 | SEQ: 62774 | POS:118 | [   WAITING  ] | [attack  |attack  |coin    ]
    T-06 | SEQ: 62775 | POS:119 | [   WAITING  ] | [coin    |coin    |steal   ]
    T-05 | SEQ: 62776 | POS:120 | [   WAITING  ] | [coin    |spins   |spins   ]
    T-04 | SEQ: 62777 | POS:121 | [   WAITING  ] | [coin    |coin    |steal   ]
    T-03 | SEQ: 62778 | POS:122 | [   WAITING  ] | [attack  |shield  |goldSack]
    T-02 | SEQ: 62779 | POS:123 | [   WAITING  ] | [coin    |steal   |steal   ]
    T-01 | SEQ: 62780 | POS:124 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+00 | SEQ: 62781 | POS:125 | [R01_COMBO   ] | [accumula|goldSack|goldSack] <--- !!! SNIPER-TRIGGER !!!
    T+01 | SEQ: 62782 | POS:126 | [   WAITING  ] | [attack  |coin    |steal   ]
    T+02 | SEQ: 62783 | POS:127 | [   WAITING  ] | [coin    |coin    |steal   ]
    T+03 | SEQ: 62784 | POS:128 | [   WAITING  ] | [coin    |spins   |spins   ]
    T+04 | SEQ: 62785 | POS:129 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+05 | SEQ: 62786 | POS:130 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+06 | SEQ: 62787 | POS:131 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+07 | SEQ: 62788 | POS:132 | [   WAITING  ] | [shield  |shield  |shield  ] <--- MINOR [SHIELD]
    T+08 | SEQ: 62789 | POS:133 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+09 | SEQ: 62790 | POS:134 | [   WAITING  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+10 | SEQ: 62791 | POS:135 | [   WAITING  ] | [attack  |spins   |goldSack]
    T+11 | SEQ: 62792 | POS:136 | [   WAITING  ] | [coin    |steal   |steal   ]
    T+12 | SEQ: 62793 | POS:137 | [   WAITING  ] | [attack  |attack  |coin    ]
    T+13 | SEQ: 62794 | POS:138 | [   WAITING  ] | [coin    |coin    |steal   ]
    T+14 | SEQ: 62795 | POS:139 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+15 | SEQ: 62796 | POS:140 | [   WAITING  ] | [attack  |coin    |coin    ]
    T+16 | SEQ: 62797 | POS:141 | [   WAITING  ] | [accumula|accumula|goldSack]
    T+17 | SEQ: 62798 | POS:142 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+18 | SEQ: 62799 | POS:143 | [   WAITING  ] | [coin    |coin    |coin    ]
    T+19 | SEQ: 62800 | POS:144 | [   WAITING  ] | [attack  |coin    |shield  ]
    T+20 | SEQ: 62801 | POS:145 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+21 | SEQ: 62802 | POS:146 | [   WAITING  ] | [attack  |coin    |coin    ]
    T+22 | SEQ: 62803 | POS:147 | [   WAITING  ] | [attack  |attack  |attack  ] <--- MINOR [ATTACK]
    T+23 | SEQ: 62804 | POS:148 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+24 | SEQ: 62805 | POS:149 | [   WAITING  ] | [steal   |steal   |steal   ] <--- MINOR [STEAL]
    T+25 | SEQ: 62806 | POS:150 | [   WAITING  ] | [attack  |coin    |coin    ]
    T+26 | SEQ: 62807 | POS:151 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+27 | SEQ: 62808 | POS:152 | [   WAITING  ] | [accumula|accumula|goldSack]
    T+28 | SEQ: 62809 | POS:153 | [   WAITING  ] | [attack  |attack  |coin    ]
    T+29 | SEQ: 62810 | POS:154 | [   WAITING  ] | [steal   |spins   |goldSack]
    T+30 | SEQ: 62811 | POS:155 | [   WAITING  ] | [accumula|goldSack|goldSack]
    T+31 | SEQ: 62812 | POS:156 | [   WAITING  ] | [steal   |spins   |goldSack]
